"stat_log_id"	"stat_name"	"team"	"player"	"contributor"	"stat_value"	"assist"	"success"	"offense"	"shot"	"contested"	"rebound"	"opponent_player"	"schedule_id"	"video_time"	"created_date"
490	Basket	Foothill	"24 - Sean Parker"	false	-1		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:19:50	2024-01-09 08:42:18.617
491	Basket	Foothill	"44 - Crosby Kelly"	false	-1		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:19:50	2024-01-09 08:42:18.617
492	Basket	Foothill	"10 - Rex Pastore"	false	-1		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:22:27	2024-01-09 08:52:38.392
493	Basket	Foothill	"11 - Micah Kaufman"	false	-1		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:22:27	2024-01-09 08:52:38.392
494	Basket	Foothill	"15 - Thomas Berg III"	false	-1		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:22:27	2024-01-09 08:52:38.392
495	Basket	Foothill	"24 - Sean Parker"	false	-1		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:22:27	2024-01-09 08:52:38.392
496	Basket	Foothill	"44 - Crosby Kelly"	false	-1		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:22:27	2024-01-09 08:52:38.392
497	Basket	Foothill	"10 - Rex Pastore"	false	-2		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:23:35	2024-01-09 08:55:50.464
498	Basket	Foothill	"11 - Micah Kaufman"	false	-2		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:23:35	2024-01-09 08:55:50.464
499	Basket	Foothill	"15 - Thomas Berg III"	false	-2		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:23:35	2024-01-09 08:55:50.464
500	Basket	Foothill	"24 - Sean Parker"	false	-2		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:23:35	2024-01-09 08:55:50.464
501	Basket	Foothill	"44 - Crosby Kelly"	false	-2		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:23:35	2024-01-09 08:55:50.464
502	Basket	Foothill	"10 - Rex Pastore"	false	-3		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:25:22	2024-01-09 08:57:51.458
503	Basket	Foothill	"11 - Micah Kaufman"	false	-3		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:25:22	2024-01-09 08:57:51.458
504	Basket	Foothill	"15 - Thomas Berg III"	false	-3		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:25:22	2024-01-09 08:57:51.458
505	Basket	Foothill	"24 - Sean Parker"	false	-3		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:25:22	2024-01-09 08:57:51.458
506	Basket	Foothill	"44 - Crosby Kelly"	false	-3		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:25:22	2024-01-09 08:57:51.458
507	Basket	Campolindo	"10 - Rex Pastore"	true	2		Make	Half Court	Jumper		Defensive	""	9	00:26:17	2024-01-09 09:00:41.268
508	Basket	Campolindo	"11 - Micah Kaufman"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:26:17	2024-01-09 09:00:41.268
509	Basket	Campolindo	"24 - Sean Parker"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:26:17	2024-01-09 09:00:41.268
510	Basket	Campolindo	"25 - Noah Henry"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:26:17	2024-01-09 09:00:41.268
511	Basket	Campolindo	"20 - Noah Mesfin"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:26:17	2024-01-09 09:02:37.089
512	Basket	Foothill	"10 - Rex Pastore"	false	-2		Make	Half Court	Jumper		Defensive	"1 - Yohan"	9	00:27:24	2024-01-09 09:05:40.477
513	Basket	Foothill	"11 - Micah Kaufman"	false	-2		Make	Half Court	Jumper		Defensive	"1 - Yohan"	9	00:27:24	2024-01-09 09:05:40.477
514	Basket	Foothill	"20 - Noah Mesfin"	false	-2		Make	Half Court	Jumper		Defensive	"1 - Yohan"	9	00:27:24	2024-01-09 09:05:40.477
515	Basket	Foothill	"24 - Sean Parker"	false	-2		Make	Half Court	Jumper		Defensive	"1 - Yohan"	9	00:27:24	2024-01-09 09:05:40.477
516	Basket	Foothill	"25 - Noah Henry"	false	-2		Make	Half Court	Jumper		Defensive	"1 - Yohan"	9	00:27:24	2024-01-09 09:05:40.477
517	Basket	Foothill	"11 - Micah Kaufman"	false	-1		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:28:26	2024-01-09 18:44:33.426
518	Basket	Foothill	"20 - Noah Mesfin"	false	-1		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:28:26	2024-01-09 18:44:33.426
519	Basket	Foothill	"24 - Sean Parker"	false	-1		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:28:26	2024-01-09 18:44:33.426
520	Basket	Foothill	"25 - Noah Henry"	false	-1		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:28:26	2024-01-09 18:44:33.426
521	Basket	Foothill	"40 - Thatcher Grenby"	false	-1		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:28:26	2024-01-09 18:44:33.426
522	Basket	Foothill	"3 - Owen Ludwig"	false	-2		Make	Half Court	Jumper		Defensive	"15 - Anthony"	9	00:28:54	2024-01-09 18:45:25.683
523	Basket	Foothill	"11 - Micah Kaufman"	false	-2		Make	Half Court	Jumper		Defensive	"15 - Anthony"	9	00:28:54	2024-01-09 18:45:25.683
524	Basket	Foothill	"20 - Noah Mesfin"	false	-2		Make	Half Court	Jumper		Defensive	"15 - Anthony"	9	00:28:54	2024-01-09 18:45:25.683
525	Basket	Foothill	"25 - Noah Henry"	false	-2		Make	Half Court	Jumper		Defensive	"15 - Anthony"	9	00:28:54	2024-01-09 18:45:25.683
526	Basket	Foothill	"40 - Thatcher Grenby"	false	-2		Make	Half Court	Jumper		Defensive	"15 - Anthony"	9	00:28:54	2024-01-09 18:45:25.683
527	Basket	Campolindo	"3 - Owen Ludwig"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:29:24	2024-01-09 19:17:51.803
528	Basket	Campolindo	"11 - Micah Kaufman"	true	2		Make	Half Court	Jumper		Defensive	""	9	00:29:24	2024-01-09 19:17:51.803
529	Basket	Campolindo	"20 - Noah Mesfin"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:29:24	2024-01-09 19:17:51.803
530	Basket	Campolindo	"25 - Noah Henry"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:29:24	2024-01-09 19:17:51.803
531	Basket	Campolindo	"40 - Thatcher Grenby"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:29:24	2024-01-09 19:17:51.803
532	Free Throw	Campolindo	"3 - Owen Ludwig"	false	1		Make	Half Court	Jumper		Defensive	""	9	00:29:52	2024-01-09 19:18:54.192
533	Free Throw	Campolindo	"11 - Micah Kaufman"	true	1		Make	Half Court	Jumper		Defensive	""	9	00:29:52	2024-01-09 19:18:54.192
534	Free Throw	Campolindo	"20 - Noah Mesfin"	false	1		Make	Half Court	Jumper		Defensive	""	9	00:29:52	2024-01-09 19:18:54.192
535	Free Throw	Campolindo	"25 - Noah Henry"	false	1		Make	Half Court	Jumper		Defensive	""	9	00:29:52	2024-01-09 19:18:54.192
536	Free Throw	Campolindo	"40 - Thatcher Grenby"	false	1		Make	Half Court	Jumper		Defensive	""	9	00:29:52	2024-01-09 19:18:54.192
537	Free Throw	Campolindo	"3 - Owen Ludwig"	false	1		Make	Half Court	Jumper		Defensive	""	9	00:31:14	2024-01-09 19:23:11.813
538	Free Throw	Campolindo	"11 - Micah Kaufman"	true	1		Make	Half Court	Jumper		Defensive	""	9	00:31:14	2024-01-09 19:23:11.813
539	Free Throw	Campolindo	"20 - Noah Mesfin"	false	1		Make	Half Court	Jumper		Defensive	""	9	00:31:14	2024-01-09 19:23:11.813
540	Free Throw	Campolindo	"25 - Noah Henry"	false	1		Make	Half Court	Jumper		Defensive	""	9	00:31:14	2024-01-09 19:23:11.813
541	Free Throw	Campolindo	"40 - Thatcher Grenby"	false	1		Make	Half Court	Jumper		Defensive	""	9	00:31:14	2024-01-09 19:23:11.813
542	Basket	Campolindo	"3 - Owen Ludwig"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:33:34	2024-01-09 19:27:14.546
543	Basket	Campolindo	"11 - Micah Kaufman"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:33:34	2024-01-09 19:27:14.546
544	Basket	Campolindo	"20 - Noah Mesfin"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:33:34	2024-01-09 19:27:14.546
545	Basket	Campolindo	"25 - Noah Henry"	true	2		Make	Half Court	Jumper		Defensive	""	9	00:33:34	2024-01-09 19:27:14.546
546	Basket	Campolindo	"40 - Thatcher Grenby"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:33:34	2024-01-09 19:27:14.546
547	Basket	Campolindo	"10 - Rex Pastore"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:34:42	2024-01-09 19:30:16.336
548	Basket	Campolindo	"11 - Micah Kaufman"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:34:42	2024-01-09 19:30:16.336
549	Basket	Campolindo	"22 - Phin Kofman"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:34:42	2024-01-09 19:30:16.336
550	Basket	Campolindo	"24 - Sean Parker"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:34:42	2024-01-09 19:30:16.336
551	Basket	Campolindo	"44 - Crosby Kelly"	true	2		Make	Half Court	Jumper		Defensive	""	9	00:34:42	2024-01-09 19:30:16.336
552	Basket	Foothill	"10 - Rex Pastore"	false	-2		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:35:07	2024-01-09 19:32:01.090
553	Basket	Foothill	"11 - Micah Kaufman"	false	-2		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:35:07	2024-01-09 19:32:01.090
554	Basket	Foothill	"22 - Phin Kofman"	false	-2		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:35:07	2024-01-09 19:32:01.090
555	Basket	Foothill	"24 - Sean Parker"	false	-2		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:35:07	2024-01-09 19:32:01.090
556	Basket	Foothill	"44 - Crosby Kelly"	false	-2		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:35:07	2024-01-09 19:32:01.090
557	Basket	Foothill	"10 - Rex Pastore"	false	-2		Make	Half Court	Jumper		Defensive	"5 - Vidit"	9	00:35:25	2024-01-09 19:32:38.733
558	Basket	Foothill	"11 - Micah Kaufman"	false	-2		Make	Half Court	Jumper		Defensive	"5 - Vidit"	9	00:35:25	2024-01-09 19:32:38.733
559	Basket	Foothill	"22 - Phin Kofman"	false	-2		Make	Half Court	Jumper		Defensive	"5 - Vidit"	9	00:35:25	2024-01-09 19:32:38.733
560	Basket	Foothill	"24 - Sean Parker"	false	-2		Make	Half Court	Jumper		Defensive	"5 - Vidit"	9	00:35:25	2024-01-09 19:32:38.733
561	Basket	Foothill	"44 - Crosby Kelly"	false	-2		Make	Half Court	Jumper		Defensive	"5 - Vidit"	9	00:35:25	2024-01-09 19:32:38.733
562	Basket	Campolindo	"10 - Rex Pastore"	false	3		Make	Half Court	Jumper		Defensive	""	9	00:35:46	2024-01-09 19:33:33.609
563	Basket	Campolindo	"11 - Micah Kaufman"	true	3		Make	Half Court	Jumper		Defensive	""	9	00:35:46	2024-01-09 19:33:33.609
564	Basket	Campolindo	"22 - Phin Kofman"	false	3		Make	Half Court	Jumper		Defensive	""	9	00:35:46	2024-01-09 19:33:33.609
565	Basket	Campolindo	"24 - Sean Parker"	false	3		Make	Half Court	Jumper		Defensive	""	9	00:35:46	2024-01-09 19:33:33.609
566	Basket	Campolindo	"44 - Crosby Kelly"	false	3		Make	Half Court	Jumper		Defensive	""	9	00:35:46	2024-01-09 19:33:33.609
567	Basket	Foothill	"10 - Rex Pastore"	false	-1		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:36:21	2024-01-09 19:34:18.953
568	Basket	Foothill	"11 - Micah Kaufman"	false	-1		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:36:21	2024-01-09 19:34:18.953
569	Basket	Foothill	"22 - Phin Kofman"	false	-1		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:36:21	2024-01-09 19:34:18.953
570	Basket	Foothill	"24 - Sean Parker"	false	-1		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:36:21	2024-01-09 19:34:18.953
571	Basket	Foothill	"44 - Crosby Kelly"	false	-1		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:36:21	2024-01-09 19:34:18.953
572	Basket	Foothill	"10 - Rex Pastore"	false	-1		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:36:32	2024-01-09 19:34:57.569
573	Basket	Foothill	"11 - Micah Kaufman"	false	-1		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:36:32	2024-01-09 19:34:57.569
574	Basket	Foothill	"22 - Phin Kofman"	false	-1		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:36:32	2024-01-09 19:34:57.569
575	Basket	Foothill	"24 - Sean Parker"	false	-1		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:36:32	2024-01-09 19:34:57.569
576	Basket	Foothill	"44 - Crosby Kelly"	false	-1		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:36:32	2024-01-09 19:34:57.569
577	Basket	Campolindo	"10 - Rex Pastore"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:36:44	2024-01-09 19:35:20.515
578	Basket	Campolindo	"11 - Micah Kaufman"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:36:44	2024-01-09 19:35:20.515
579	Basket	Campolindo	"22 - Phin Kofman"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:36:44	2024-01-09 19:35:20.515
580	Basket	Campolindo	"24 - Sean Parker"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:36:44	2024-01-09 19:35:20.515
581	Basket	Campolindo	"44 - Crosby Kelly"	true	2		Make	Half Court	Jumper		Defensive	""	9	00:36:44	2024-01-09 19:35:20.515
582	Basket	Foothill	"10 - Rex Pastore"	false	-3		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:36:57	2024-01-09 19:36:06.412
583	Basket	Foothill	"11 - Micah Kaufman"	false	-3		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:36:57	2024-01-09 19:36:06.412
584	Basket	Foothill	"22 - Phin Kofman"	false	-3		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:36:57	2024-01-09 19:36:06.412
585	Basket	Foothill	"24 - Sean Parker"	false	-3		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:36:57	2024-01-09 19:36:06.412
586	Basket	Foothill	"44 - Crosby Kelly"	false	-3		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:36:57	2024-01-09 19:36:06.412
587	Basket	Foothill	"10 - Rex Pastore"	false	-3		Make	Half Court	Jumper		Defensive	"4 - Jagger"	9	00:37:16	2024-01-09 19:37:21.537
588	Basket	Foothill	"11 - Micah Kaufman"	false	-3		Make	Half Court	Jumper		Defensive	"4 - Jagger"	9	00:37:16	2024-01-09 19:37:21.537
589	Basket	Foothill	"22 - Phin Kofman"	false	-3		Make	Half Court	Jumper		Defensive	"4 - Jagger"	9	00:37:16	2024-01-09 19:37:21.537
590	Basket	Foothill	"24 - Sean Parker"	false	-3		Make	Half Court	Jumper		Defensive	"4 - Jagger"	9	00:37:16	2024-01-09 19:37:21.537
591	Basket	Foothill	"44 - Crosby Kelly"	false	-3		Make	Half Court	Jumper		Defensive	"4 - Jagger"	9	00:37:16	2024-01-09 19:37:21.537
592	Basket	Campolindo	"10 - Rex Pastore"	true	2		Make	Half Court	Jumper		Defensive	""	9	00:37:36	2024-01-09 19:38:13.840
593	Basket	Campolindo	"11 - Micah Kaufman"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:37:36	2024-01-09 19:38:13.840
594	Basket	Campolindo	"22 - Phin Kofman"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:37:36	2024-01-09 19:38:13.840
595	Basket	Campolindo	"24 - Sean Parker"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:37:36	2024-01-09 19:38:13.840
596	Basket	Campolindo	"44 - Crosby Kelly"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:37:36	2024-01-09 19:38:13.840
597	Basket	Campolindo	"10 - Rex Pastore"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:39:02	2024-01-09 19:40:06.147
598	Basket	Campolindo	"11 - Micah Kaufman"	true	2		Make	Half Court	Jumper		Defensive	""	9	00:39:02	2024-01-09 19:40:06.147
599	Basket	Campolindo	"15 - Thomas Berg III"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:39:02	2024-01-09 19:40:06.147
600	Basket	Campolindo	"24 - Sean Parker"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:39:02	2024-01-09 19:40:06.147
601	Basket	Campolindo	"44 - Crosby Kelly"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:39:02	2024-01-09 19:40:06.147
602	Basket	Campolindo	"10 - Rex Pastore"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:39:17	2024-01-09 19:40:48.664
603	Basket	Campolindo	"11 - Micah Kaufman"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:39:17	2024-01-09 19:40:48.664
604	Basket	Campolindo	"15 - Thomas Berg III"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:39:17	2024-01-09 19:40:48.664
605	Basket	Campolindo	"24 - Sean Parker"	true	2		Make	Half Court	Jumper		Defensive	""	9	00:39:17	2024-01-09 19:40:48.664
606	Basket	Campolindo	"44 - Crosby Kelly"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:39:17	2024-01-09 19:40:48.664
607	Basket	Campolindo	"10 - Rex Pastore"	true	3		Make	Half Court	Jumper		Defensive	""	9	00:39:53	2024-01-09 22:28:06.819
608	Basket	Campolindo	"11 - Micah Kaufman"	false	3		Make	Half Court	Jumper		Defensive	""	9	00:39:53	2024-01-09 22:28:06.819
609	Basket	Campolindo	"15 - Thomas Berg III"	false	3		Make	Half Court	Jumper		Defensive	""	9	00:39:53	2024-01-09 22:28:06.819
610	Basket	Campolindo	"24 - Sean Parker"	false	3		Make	Half Court	Jumper		Defensive	""	9	00:39:53	2024-01-09 22:28:06.819
611	Basket	Campolindo	"44 - Crosby Kelly"	false	3		Make	Half Court	Jumper		Defensive	""	9	00:39:53	2024-01-09 22:28:06.819
612	Basket	Campolindo	"10 - Rex Pastore"	true	2		Make	Half Court	Jumper		Defensive	""	9	00:41:32	2024-01-09 22:30:38.305
613	Basket	Campolindo	"15 - Thomas Berg III"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:41:32	2024-01-09 22:30:38.305
614	Basket	Campolindo	"20 - Noah Mesfin"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:41:32	2024-01-09 22:30:38.305
615	Basket	Campolindo	"24 - Sean Parker"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:41:32	2024-01-09 22:30:38.305
616	Basket	Campolindo	"25 - Noah Henry"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:41:32	2024-01-09 22:30:38.305
617	Basket	Foothill	"10 - Rex Pastore"	false	-3		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:43:48	2024-01-09 22:34:25.902
618	Basket	Foothill	"15 - Thomas Berg III"	false	-3		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:43:48	2024-01-09 22:34:25.902
619	Basket	Foothill	"20 - Noah Mesfin"	false	-3		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:43:48	2024-01-09 22:34:25.902
620	Basket	Foothill	"24 - Sean Parker"	false	-3		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:43:48	2024-01-09 22:34:25.902
621	Basket	Foothill	"25 - Noah Henry"	false	-3		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:43:48	2024-01-09 22:34:25.902
622	Basket	Foothill	"10 - Rex Pastore"	false	-1		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:44:42	2024-01-09 22:36:00.596
623	Basket	Foothill	"15 - Thomas Berg III"	false	-1		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:44:42	2024-01-09 22:36:00.596
624	Basket	Foothill	"20 - Noah Mesfin"	false	-1		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:44:42	2024-01-09 22:36:00.596
625	Basket	Foothill	"24 - Sean Parker"	false	-1		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:44:42	2024-01-09 22:36:00.596
626	Basket	Foothill	"25 - Noah Henry"	false	-1		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:44:42	2024-01-09 22:36:00.596
627	Basket	Foothill	"3 - Owen Ludwig"	false	-1		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:44:59	2024-01-09 22:36:23.543
628	Basket	Foothill	"11 - Micah Kaufman"	false	-1		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:44:59	2024-01-09 22:36:23.543
629	Basket	Foothill	"15 - Thomas Berg III"	false	-1		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:44:59	2024-01-09 22:36:23.543
630	Basket	Foothill	"20 - Noah Mesfin"	false	-1		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:44:59	2024-01-09 22:36:23.543
631	Basket	Foothill	"25 - Noah Henry"	false	-1		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:44:59	2024-01-09 22:36:23.543
632	Basket	Campolindo	"3 - Owen Ludwig"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:45:28	2024-01-09 22:41:33.832
633	Basket	Campolindo	"11 - Micah Kaufman"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:45:28	2024-01-09 22:41:33.832
634	Basket	Campolindo	"15 - Thomas Berg III"	true	2		Make	Half Court	Jumper		Defensive	""	9	00:45:28	2024-01-09 22:41:33.832
635	Basket	Campolindo	"20 - Noah Mesfin"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:45:28	2024-01-09 22:41:33.832
636	Basket	Campolindo	"25 - Noah Henry"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:45:28	2024-01-09 22:41:33.832
637	Basket	Foothill	"3 - Owen Ludwig"	false	-1		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:46:13	2024-01-09 22:42:36.946
638	Basket	Foothill	"11 - Micah Kaufman"	false	-1		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:46:13	2024-01-09 22:42:36.946
639	Basket	Foothill	"15 - Thomas Berg III"	false	-1		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:46:13	2024-01-09 22:42:36.946
640	Basket	Foothill	"20 - Noah Mesfin"	false	-1		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:46:13	2024-01-09 22:42:36.946
641	Basket	Foothill	"25 - Noah Henry"	false	-1		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:46:13	2024-01-09 22:42:36.946
642	Basket	Foothill	"3 - Owen Ludwig"	false	-1		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:46:25	2024-01-09 22:43:09.423
643	Basket	Foothill	"11 - Micah Kaufman"	false	-1		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:46:25	2024-01-09 22:43:09.423
644	Basket	Foothill	"15 - Thomas Berg III"	false	-1		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:46:25	2024-01-09 22:43:09.423
645	Basket	Foothill	"20 - Noah Mesfin"	false	-1		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:46:25	2024-01-09 22:43:09.423
646	Basket	Foothill	"25 - Noah Henry"	false	-1		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:46:25	2024-01-09 22:43:09.423
647	Free Throw	Campolindo	"11 - Micah Kaufman"	false	1		Make	Half Court	Jumper		Defensive	""	9	00:04:00	2024-01-09 22:46:52.491
648	Free Throw	Campolindo	"15 - Thomas Berg III"	false	1		Make	Half Court	Jumper		Defensive	""	9	00:04:00	2024-01-09 22:46:52.491
649	Free Throw	Campolindo	"22 - Phin Kofman"	false	1		Make	Half Court	Jumper		Defensive	""	9	00:04:00	2024-01-09 22:46:52.491
650	Free Throw	Campolindo	"24 - Sean Parker"	false	1		Make	Half Court	Jumper		Defensive	""	9	00:04:00	2024-01-09 22:46:52.491
651	Free Throw	Campolindo	"25 - Noah Henry"	true	1		Make	Half Court	Jumper		Defensive	""	9	00:04:00	2024-01-09 22:46:52.491
652	Basket	Foothill	"10 - Rex Pastore"	false	-2		Make	Half Court	Jumper		Defensive	"5 - Vidit"	9	00:51:23	2024-01-09 22:52:28.361
653	Basket	Foothill	"11 - Micah Kaufman"	false	-2		Make	Half Court	Jumper		Defensive	"5 - Vidit"	9	00:51:23	2024-01-09 22:52:28.361
654	Basket	Foothill	"15 - Thomas Berg III"	false	-2		Make	Half Court	Jumper		Defensive	"5 - Vidit"	9	00:51:23	2024-01-09 22:52:28.361
655	Basket	Foothill	"24 - Sean Parker"	false	-2		Make	Half Court	Jumper		Defensive	"5 - Vidit"	9	00:51:23	2024-01-09 22:52:28.361
656	Basket	Foothill	"44 - Crosby Kelly"	false	-2		Make	Half Court	Jumper		Defensive	"5 - Vidit"	9	00:51:23	2024-01-09 22:52:28.361
657	Basket	Foothill	"10 - Rex Pastore"	false	-2		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:52:46	2024-01-09 22:54:39.483
658	Basket	Foothill	"11 - Micah Kaufman"	false	-2		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:52:46	2024-01-09 22:54:39.483
659	Basket	Foothill	"15 - Thomas Berg III"	false	-2		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:52:46	2024-01-09 22:54:39.483
660	Basket	Foothill	"22 - Phin Kofman"	false	-2		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:52:46	2024-01-09 22:54:39.483
661	Basket	Foothill	"44 - Crosby Kelly"	false	-2		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:52:46	2024-01-09 22:54:39.483
662	Free Throw	Campolindo	"10 - Rex Pastore"	true	1		Make	Half Court	Jumper		Defensive	""	9	00:54:38	2024-01-09 23:20:27.319
663	Free Throw	Campolindo	"11 - Micah Kaufman"	false	1		Make	Half Court	Jumper		Defensive	""	9	00:54:38	2024-01-09 23:20:27.319
664	Free Throw	Campolindo	"15 - Thomas Berg III"	false	1		Make	Half Court	Jumper		Defensive	""	9	00:54:38	2024-01-09 23:20:27.319
665	Free Throw	Campolindo	"22 - Phin Kofman"	false	1		Make	Half Court	Jumper		Defensive	""	9	00:54:38	2024-01-09 23:20:27.319
666	Free Throw	Campolindo	"44 - Crosby Kelly"	false	1		Make	Half Court	Jumper		Defensive	""	9	00:54:38	2024-01-09 23:20:27.319
667	Basket	Campolindo	"10 - Rex Pastore"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:55:59	2024-01-09 23:41:17.663
668	Basket	Campolindo	"11 - Micah Kaufman"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:55:59	2024-01-09 23:41:17.663
669	Basket	Campolindo	"15 - Thomas Berg III"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:55:59	2024-01-09 23:41:17.663
