"stat_log_id"	"stat_name"	"team"	"player"	"contributor"	"stat_value"	"assist"	"success"	"offense"	"shot"	"contested"	"rebound"	"opponent_player"	"schedule_id"	"video_time"	"created_date"
302	Free Throw	Campolindo	"2 - Luca Potts"	false	1		Make	Half Court	Jumper		Defensive	""	13	00:09:35	2024-01-08 19:20:37.146
303	Free Throw	Campolindo	"3 - Owen Ludwig"	false	1		Make	Half Court	Jumper		Defensive	""	13	00:09:35	2024-01-08 19:20:37.146
304	Free Throw	Campolindo	"11 - Micah Kaufman"	true	1		Make	Half Court	Jumper		Defensive	""	13	00:09:35	2024-01-08 19:20:37.146
305	Free Throw	Campolindo	"25 - Noah Henry"	false	1		Make	Half Court	Jumper		Defensive	""	13	00:09:35	2024-01-08 19:20:37.146
306	Free Throw	Campolindo	"40 - Thatcher Grenby"	false	1		Make	Half Court	Jumper		Defensive	""	13	00:09:35	2024-01-08 19:20:37.146
307	Free Throw	Campolindo	"2 - Luca Potts"	false	1		Make	Half Court	Jumper		Defensive	""	13	00:09:49	2024-01-08 19:21:02.279
308	Free Throw	Campolindo	"3 - Owen Ludwig"	false	1		Make	Half Court	Jumper		Defensive	""	13	00:09:49	2024-01-08 19:21:02.279
309	Free Throw	Campolindo	"11 - Micah Kaufman"	true	1		Make	Half Court	Jumper		Defensive	""	13	00:09:49	2024-01-08 19:21:02.279
310	Free Throw	Campolindo	"25 - Noah Henry"	false	1		Make	Half Court	Jumper		Defensive	""	13	00:09:49	2024-01-08 19:21:02.279
311	Free Throw	Campolindo	"40 - Thatcher Grenby"	false	1		Make	Half Court	Jumper		Defensive	""	13	00:09:49	2024-01-08 19:21:02.279
312	Basket	Campolindo	"2 - Luca Potts"	false	3		Make	Half Court	Jumper		Defensive	""	13	00:10:02	2024-01-08 19:22:11.294
313	Basket	Campolindo	"3 - Owen Ludwig"	true	3		Make	Half Court	Jumper		Defensive	""	13	00:10:02	2024-01-08 19:22:11.294
314	Basket	Campolindo	"11 - Micah Kaufman"	false	3		Make	Half Court	Jumper		Defensive	""	13	00:10:02	2024-01-08 19:22:11.294
315	Basket	Campolindo	"25 - Noah Henry"	false	3		Make	Half Court	Jumper		Defensive	""	13	00:10:02	2024-01-08 19:22:11.294
316	Basket	Campolindo	"40 - Thatcher Grenby"	false	3		Make	Half Court	Jumper		Defensive	""	13	00:10:02	2024-01-08 19:22:11.294
317	Basket	Campolindo	"2 - Luca Potts"	false	3		Make	Half Court	Jumper		Defensive	""	13	00:10:22	2024-01-08 19:22:45.778
318	Basket	Campolindo	"3 - Owen Ludwig"	false	3		Make	Half Court	Jumper		Defensive	""	13	00:10:22	2024-01-08 19:22:45.778
319	Basket	Campolindo	"11 - Micah Kaufman"	true	3		Make	Half Court	Jumper		Defensive	""	13	00:10:22	2024-01-08 19:22:45.778
320	Basket	Campolindo	"25 - Noah Henry"	false	3		Make	Half Court	Jumper		Defensive	""	13	00:10:22	2024-01-08 19:22:45.778
321	Basket	Campolindo	"40 - Thatcher Grenby"	false	3		Make	Half Court	Jumper		Defensive	""	13	00:10:22	2024-01-08 19:22:45.778
322	Basket	Campolindo	"5 - Luke Hickey"	false	3		Make	Half Court	Jumper		Defensive	""	13	00:15:26	2024-01-08 21:09:50.228
323	Basket	Campolindo	"10 - Rex Pastore"	true	3		Make	Half Court	Jumper		Defensive	""	13	00:15:26	2024-01-08 21:09:50.228
324	Basket	Campolindo	"11 - Micah Kaufman"	false	3		Make	Half Court	Jumper		Defensive	""	13	00:15:26	2024-01-08 21:09:50.228
325	Basket	Campolindo	"24 - Sean Parker"	false	3		Make	Half Court	Jumper		Defensive	""	13	00:15:26	2024-01-08 21:09:50.228
326	Basket	Campolindo	"44 - Crosby Kelly"	false	3		Make	Half Court	Jumper		Defensive	""	13	00:15:26	2024-01-08 21:09:50.228
327	Basket	Campolindo	"5 - Luke Hickey"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:15:55	2024-01-08 21:10:34.829
328	Basket	Campolindo	"10 - Rex Pastore"	true	2		Make	Half Court	Jumper		Defensive	""	13	00:15:55	2024-01-08 21:10:34.829
329	Basket	Campolindo	"11 - Micah Kaufman"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:15:55	2024-01-08 21:10:34.829
330	Basket	Campolindo	"24 - Sean Parker"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:15:55	2024-01-08 21:10:34.829
331	Basket	Campolindo	"44 - Crosby Kelly"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:15:55	2024-01-08 21:10:34.829
332	Free Throw	Campolindo	"5 - Luke Hickey"	false	1		Make	Half Court	Jumper		Defensive	""	13	00:17:32	2024-01-08 21:13:01.896
333	Free Throw	Campolindo	"10 - Rex Pastore"	false	1		Make	Half Court	Jumper		Defensive	""	13	00:17:32	2024-01-08 21:13:01.896
334	Free Throw	Campolindo	"11 - Micah Kaufman"	false	1		Make	Half Court	Jumper		Defensive	""	13	00:17:32	2024-01-08 21:13:01.896
335	Free Throw	Campolindo	"24 - Sean Parker"	false	1		Make	Half Court	Jumper		Defensive	""	13	00:17:32	2024-01-08 21:13:01.896
336	Free Throw	Campolindo	"44 - Crosby Kelly"	true	1		Make	Half Court	Jumper		Defensive	""	13	00:17:32	2024-01-08 21:13:01.896
337	Free Throw	Campolindo	"5 - Luke Hickey"	false	1		Make	Half Court	Jumper		Defensive	""	13	00:17:52	2024-01-08 21:13:32.270
338	Free Throw	Campolindo	"10 - Rex Pastore"	false	1		Make	Half Court	Jumper		Defensive	""	13	00:17:52	2024-01-08 21:13:32.270
339	Free Throw	Campolindo	"11 - Micah Kaufman"	false	1		Make	Half Court	Jumper		Defensive	""	13	00:17:52	2024-01-08 21:13:32.270
340	Free Throw	Campolindo	"24 - Sean Parker"	false	1		Make	Half Court	Jumper		Defensive	""	13	00:17:52	2024-01-08 21:13:32.270
341	Free Throw	Campolindo	"44 - Crosby Kelly"	true	1		Make	Half Court	Jumper		Defensive	""	13	00:17:52	2024-01-08 21:13:32.270
342	Basket	Campolindo	"5 - Luke Hickey"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:18:21	2024-01-08 21:14:24.263
343	Basket	Campolindo	"10 - Rex Pastore"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:18:21	2024-01-08 21:14:24.263
344	Basket	Campolindo	"11 - Micah Kaufman"	true	2		Make	Half Court	Jumper		Defensive	""	13	00:18:21	2024-01-08 21:14:24.263
345	Basket	Campolindo	"24 - Sean Parker"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:18:21	2024-01-08 21:14:24.263
346	Basket	Campolindo	"44 - Crosby Kelly"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:18:21	2024-01-08 21:14:24.263
347	Basket	Campolindo	"5 - Luke Hickey"	false	3		Make	Half Court	Jumper		Defensive	""	13	00:21:45	2024-01-08 21:19:33.497
348	Basket	Campolindo	"10 - Rex Pastore"	true	3		Make	Half Court	Jumper		Defensive	""	13	00:21:45	2024-01-08 21:19:33.497
349	Basket	Campolindo	"11 - Micah Kaufman"	false	3		Make	Half Court	Jumper		Defensive	""	13	00:21:45	2024-01-08 21:19:33.497
350	Basket	Campolindo	"24 - Sean Parker"	false	3		Make	Half Court	Jumper		Defensive	""	13	00:21:45	2024-01-08 21:19:33.497
351	Basket	Campolindo	"44 - Crosby Kelly"	false	3		Make	Half Court	Jumper		Defensive	""	13	00:21:45	2024-01-08 21:19:33.497
352	Basket	Campolindo	"3 - Owen Ludwig"	true	2		Make	Half Court	Jumper		Defensive	""	13	00:23:51	2024-01-08 21:24:39.540
353	Basket	Campolindo	"11 - Micah Kaufman"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:23:51	2024-01-08 21:24:39.540
354	Basket	Campolindo	"24 - Sean Parker"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:23:51	2024-01-08 21:24:39.540
355	Basket	Campolindo	"25 - Noah Henry"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:23:51	2024-01-08 21:24:39.540
356	Basket	Campolindo	"40 - Thatcher Grenby"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:23:51	2024-01-08 21:24:39.540
357	Basket	Campolindo	"2 - Luca Potts"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:25:08	2024-01-08 21:26:41.980
358	Basket	Campolindo	"3 - Owen Ludwig"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:25:08	2024-01-08 21:26:41.980
359	Basket	Campolindo	"11 - Micah Kaufman"	true	2		Make	Half Court	Jumper		Defensive	""	13	00:25:08	2024-01-08 21:26:41.980
360	Basket	Campolindo	"25 - Noah Henry"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:25:08	2024-01-08 21:26:41.980
361	Basket	Campolindo	"40 - Thatcher Grenby"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:25:08	2024-01-08 21:26:41.980
362	Basket	Campolindo	"5 - Luke Hickey"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:28:06	2024-01-08 21:40:30.827
363	Basket	Campolindo	"10 - Rex Pastore"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:28:06	2024-01-08 21:40:30.827
364	Basket	Campolindo	"11 - Micah Kaufman"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:28:06	2024-01-08 21:40:30.827
365	Basket	Campolindo	"24 - Sean Parker"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:28:06	2024-01-08 21:40:30.827
366	Basket	Campolindo	"44 - Crosby Kelly"	true	2		Make	Half Court	Jumper		Defensive	""	13	00:28:06	2024-01-08 21:40:30.827
367	Basket	Campolindo	"5 - Luke Hickey"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:30:39	2024-01-08 21:49:18.476
368	Basket	Campolindo	"10 - Rex Pastore"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:30:39	2024-01-08 21:49:18.476
369	Basket	Campolindo	"11 - Micah Kaufman"	true	2		Make	Half Court	Jumper		Defensive	""	13	00:30:39	2024-01-08 21:49:18.476
370	Basket	Campolindo	"24 - Sean Parker"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:30:39	2024-01-08 21:49:18.476
371	Basket	Campolindo	"44 - Crosby Kelly"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:30:39	2024-01-08 21:49:18.476
372	Free Throw	Campolindo	"5 - Luke Hickey"	false	1		Make	Half Court	Jumper		Defensive	""	13	00:31:12	2024-01-08 21:49:57.937
373	Free Throw	Campolindo	"10 - Rex Pastore"	false	1		Make	Half Court	Jumper		Defensive	""	13	00:31:12	2024-01-08 21:49:57.937
374	Free Throw	Campolindo	"11 - Micah Kaufman"	false	1		Make	Half Court	Jumper		Defensive	""	13	00:31:12	2024-01-08 21:49:57.937
375	Free Throw	Campolindo	"24 - Sean Parker"	true	1		Make	Half Court	Jumper		Defensive	""	13	00:31:12	2024-01-08 21:49:57.937
376	Free Throw	Campolindo	"44 - Crosby Kelly"	false	1		Make	Half Court	Jumper		Defensive	""	13	00:31:12	2024-01-08 21:49:57.937
377	Free Throw	Campolindo	"5 - Luke Hickey"	false	1		Make	Half Court	Jumper		Defensive	""	13	00:31:27	2024-01-08 21:50:15.727
378	Free Throw	Campolindo	"10 - Rex Pastore"	false	1		Make	Half Court	Jumper		Defensive	""	13	00:31:27	2024-01-08 21:50:15.727
379	Free Throw	Campolindo	"11 - Micah Kaufman"	false	1		Make	Half Court	Jumper		Defensive	""	13	00:31:27	2024-01-08 21:50:15.727
380	Free Throw	Campolindo	"24 - Sean Parker"	true	1		Make	Half Court	Jumper		Defensive	""	13	00:31:27	2024-01-08 21:50:15.727
381	Free Throw	Campolindo	"44 - Crosby Kelly"	false	1		Make	Half Court	Jumper		Defensive	""	13	00:31:27	2024-01-08 21:50:15.727
382	Basket	Campolindo	"5 - Luke Hickey"	false	3		Make	Half Court	Jumper		Defensive	""	13	00:35:52	2024-01-08 21:56:37.608
383	Basket	Campolindo	"10 - Rex Pastore"	false	3		Make	Half Court	Jumper		Defensive	""	13	00:35:52	2024-01-08 21:56:37.608
384	Basket	Campolindo	"24 - Sean Parker"	true	3		Make	Half Court	Jumper		Defensive	""	13	00:35:52	2024-01-08 21:56:37.608
385	Basket	Campolindo	"25 - Noah Henry"	false	3		Make	Half Court	Jumper		Defensive	""	13	00:35:52	2024-01-08 21:56:37.608
386	Basket	Campolindo	"40 - Thatcher Grenby"	false	3		Make	Half Court	Jumper		Defensive	""	13	00:35:52	2024-01-08 21:56:37.608
387	Basket	Campolindo	"5 - Luke Hickey"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:36:38	2024-01-08 21:58:01.467
388	Basket	Campolindo	"10 - Rex Pastore"	true	2		Make	Half Court	Jumper		Defensive	""	13	00:36:38	2024-01-08 21:58:01.467
389	Basket	Campolindo	"24 - Sean Parker"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:36:38	2024-01-08 21:58:01.467
390	Basket	Campolindo	"25 - Noah Henry"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:36:38	2024-01-08 21:58:01.467
391	Basket	Campolindo	"40 - Thatcher Grenby"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:36:38	2024-01-08 21:58:01.467
392	Basket	Campolindo	"3 - Owen Ludwig"	true	3		Make	Half Court	Jumper		Defensive	""	13	00:39:44	2024-01-08 22:04:48.053
393	Basket	Campolindo	"5 - Luke Hickey"	false	3		Make	Half Court	Jumper		Defensive	""	13	00:39:44	2024-01-08 22:04:48.053
394	Basket	Campolindo	"11 - Micah Kaufman"	false	3		Make	Half Court	Jumper		Defensive	""	13	00:39:44	2024-01-08 22:04:48.053
395	Basket	Campolindo	"40 - Thatcher Grenby"	false	3		Make	Half Court	Jumper		Defensive	""	13	00:39:44	2024-01-08 22:04:48.053
396	Basket	Campolindo	"44 - Crosby Kelly"	false	3		Make	Half Court	Jumper		Defensive	""	13	00:39:44	2024-01-08 22:04:48.053
397	Basket	Campolindo	"3 - Owen Ludwig"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:42:01	2024-01-08 22:09:26.210
398	Basket	Campolindo	"10 - Rex Pastore"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:42:01	2024-01-08 22:09:26.210
399	Basket	Campolindo	"11 - Micah Kaufman"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:42:01	2024-01-08 22:09:26.210
400	Basket	Campolindo	"24 - Sean Parker"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:42:01	2024-01-08 22:09:26.210
401	Basket	Campolindo	"44 - Crosby Kelly"	true	2		Make	Half Court	Jumper		Defensive	""	13	00:42:01	2024-01-08 22:09:26.210
402	Basket	Campolindo	"5 - Luke Hickey"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:44:10	2024-01-08 22:12:20.443
403	Basket	Campolindo	"10 - Rex Pastore"	true	2		Make	Half Court	Jumper		Defensive	""	13	00:44:10	2024-01-08 22:12:20.443
404	Basket	Campolindo	"11 - Micah Kaufman"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:44:10	2024-01-08 22:12:20.443
405	Basket	Campolindo	"24 - Sean Parker"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:44:10	2024-01-08 22:12:20.443
406	Basket	Campolindo	"25 - Noah Henry"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:44:10	2024-01-08 22:12:20.443
407	Basket	Campolindo	"5 - Luke Hickey"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:44:50	2024-01-08 22:13:14.072
408	Basket	Campolindo	"10 - Rex Pastore"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:44:50	2024-01-08 22:13:14.072
409	Basket	Campolindo	"11 - Micah Kaufman"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:44:50	2024-01-08 22:13:14.072
410	Basket	Campolindo	"24 - Sean Parker"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:44:50	2024-01-08 22:13:14.072
411	Basket	Campolindo	"25 - Noah Henry"	true	2		Make	Half Court	Jumper		Defensive	""	13	00:44:50	2024-01-08 22:13:14.072
412	Basket	Campolindo	"5 - Luke Hickey"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:46:16	2024-01-08 22:16:28.290
413	Basket	Campolindo	"10 - Rex Pastore"	true	2		Make	Half Court	Jumper		Defensive	""	13	00:46:16	2024-01-08 22:16:28.290
414	Basket	Campolindo	"11 - Micah Kaufman"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:46:16	2024-01-08 22:16:28.290
415	Basket	Campolindo	"24 - Sean Parker"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:46:16	2024-01-08 22:16:28.290
416	Basket	Campolindo	"44 - Crosby Kelly"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:46:16	2024-01-08 22:16:28.290
417	Basket	Campolindo	"5 - Luke Hickey"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:50:02	2024-01-08 22:21:17.009
418	Basket	Campolindo	"10 - Rex Pastore"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:50:02	2024-01-08 22:21:17.009
419	Basket	Campolindo	"11 - Micah Kaufman"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:50:02	2024-01-08 22:21:17.009
420	Basket	Campolindo	"24 - Sean Parker"	false	2		Make	Half Court	Jumper		Defensive	""	13	00:50:02	2024-01-08 22:21:17.009
421	Basket	Campolindo	"44 - Crosby Kelly"	true	2		Make	Half Court	Jumper		Defensive	""	13	00:50:02	2024-01-08 22:21:17.009
422	Basket	Foothill	"10 - Rex Pastore"	false	-2		Make	Half Court	Jumper		Defensive	"4 - Jagger"	9	00:01:26	2024-01-09 08:08:42.106
423	Basket	Foothill	"11 - Micah Kaufman"	false	-2		Make	Half Court	Jumper		Defensive	"4 - Jagger"	9	00:01:26	2024-01-09 08:08:42.106
424	Basket	Foothill	"22 - Phin Kofman"	false	-2		Make	Half Court	Jumper		Defensive	"4 - Jagger"	9	00:01:26	2024-01-09 08:08:42.106
425	Basket	Foothill	"24 - Sean Parker"	false	-2		Make	Half Court	Jumper		Defensive	"4 - Jagger"	9	00:01:26	2024-01-09 08:08:42.106
426	Basket	Foothill	"44 - Crosby Kelly"	false	-2		Make	Half Court	Jumper		Defensive	"4 - Jagger"	9	00:01:26	2024-01-09 08:08:42.106
427	Basket	Campolindo	"10 - Rex Pastore"	true	2		Make	Half Court	Jumper		Defensive	""	9	00:02:30	2024-01-09 08:12:06.938
428	Basket	Campolindo	"11 - Micah Kaufman"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:02:30	2024-01-09 08:12:06.938
429	Basket	Campolindo	"22 - Phin Kofman"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:02:30	2024-01-09 08:12:06.938
430	Basket	Campolindo	"24 - Sean Parker"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:02:30	2024-01-09 08:12:06.938
431	Basket	Campolindo	"44 - Crosby Kelly"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:02:30	2024-01-09 08:12:06.938
432	Basket	Foothill	"10 - Rex Pastore"	false	-3		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:02:50	2024-01-09 08:12:49.881
433	Basket	Foothill	"11 - Micah Kaufman"	false	-3		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:02:50	2024-01-09 08:12:49.881
434	Basket	Foothill	"22 - Phin Kofman"	false	-3		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:02:50	2024-01-09 08:12:49.881
435	Basket	Foothill	"24 - Sean Parker"	false	-3		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:02:50	2024-01-09 08:12:49.881
436	Basket	Foothill	"44 - Crosby Kelly"	false	-3		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:02:50	2024-01-09 08:12:49.881
437	Basket	Campolindo	"10 - Rex Pastore"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:03:08	2024-01-09 08:13:34.711
438	Basket	Campolindo	"11 - Micah Kaufman"	true	2		Make	Half Court	Jumper		Defensive	""	9	00:03:08	2024-01-09 08:13:34.711
439	Basket	Campolindo	"22 - Phin Kofman"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:03:08	2024-01-09 08:13:34.711
440	Basket	Campolindo	"24 - Sean Parker"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:03:08	2024-01-09 08:13:34.711
441	Basket	Campolindo	"44 - Crosby Kelly"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:03:08	2024-01-09 08:13:34.711
442	Free Throw	Campolindo	"10 - Rex Pastore"	false	1		Make	Half Court	Jumper		Defensive	""	9	00:03:49	2024-01-09 08:14:28.351
443	Free Throw	Campolindo	"11 - Micah Kaufman"	true	1		Make	Half Court	Jumper		Defensive	""	9	00:03:49	2024-01-09 08:14:28.351
444	Free Throw	Campolindo	"22 - Phin Kofman"	false	1		Make	Half Court	Jumper		Defensive	""	9	00:03:49	2024-01-09 08:14:28.351
445	Free Throw	Campolindo	"24 - Sean Parker"	false	1		Make	Half Court	Jumper		Defensive	""	9	00:03:49	2024-01-09 08:14:28.351
446	Free Throw	Campolindo	"44 - Crosby Kelly"	false	1		Make	Half Court	Jumper		Defensive	""	9	00:03:49	2024-01-09 08:14:28.351
447	Free Throw	Campolindo	"10 - Rex Pastore"	false	1		Make	Half Court	Jumper		Defensive	""	9	00:06:16	2024-01-09 08:17:56.072
448	Free Throw	Campolindo	"11 - Micah Kaufman"	false	1		Make	Half Court	Jumper		Defensive	""	9	00:06:16	2024-01-09 08:17:56.072
449	Free Throw	Campolindo	"22 - Phin Kofman"	true	1		Make	Half Court	Jumper		Defensive	""	9	00:06:16	2024-01-09 08:17:56.072
450	Free Throw	Campolindo	"24 - Sean Parker"	false	1		Make	Half Court	Jumper		Defensive	""	9	00:06:16	2024-01-09 08:17:56.072
451	Free Throw	Campolindo	"44 - Crosby Kelly"	false	1		Make	Half Court	Jumper		Defensive	""	9	00:06:16	2024-01-09 08:17:56.072
452	Basket	Foothill	"10 - Rex Pastore"	false	-3		Make	Half Court	Jumper		Defensive	"5 - Vidit"	9	00:07:17	2024-01-09 08:22:19.294
453	Basket	Foothill	"11 - Micah Kaufman"	false	-3		Make	Half Court	Jumper		Defensive	"5 - Vidit"	9	00:07:17	2024-01-09 08:22:19.294
454	Basket	Foothill	"22 - Phin Kofman"	false	-3		Make	Half Court	Jumper		Defensive	"5 - Vidit"	9	00:07:17	2024-01-09 08:22:19.294
455	Basket	Foothill	"24 - Sean Parker"	false	-3		Make	Half Court	Jumper		Defensive	"5 - Vidit"	9	00:07:17	2024-01-09 08:22:19.294
456	Basket	Foothill	"44 - Crosby Kelly"	false	-3		Make	Half Court	Jumper		Defensive	"5 - Vidit"	9	00:07:17	2024-01-09 08:22:19.294
457	Free Throw	Campolindo	"10 - Rex Pastore"	false	1		Make	Half Court	Jumper		Defensive	""	9	00:08:49	2024-01-09 08:24:13.352
458	Free Throw	Campolindo	"11 - Micah Kaufman"	false	1		Make	Half Court	Jumper		Defensive	""	9	00:08:49	2024-01-09 08:24:13.352
459	Free Throw	Campolindo	"22 - Phin Kofman"	false	1		Make	Half Court	Jumper		Defensive	""	9	00:08:49	2024-01-09 08:24:13.352
460	Free Throw	Campolindo	"24 - Sean Parker"	false	1		Make	Half Court	Jumper		Defensive	""	9	00:08:49	2024-01-09 08:24:13.352
461	Free Throw	Campolindo	"44 - Crosby Kelly"	true	1		Make	Half Court	Jumper		Defensive	""	9	00:08:49	2024-01-09 08:24:13.352
462	Basket	Campolindo	"10 - Rex Pastore"	true	2		Make	Half Court	Jumper		Defensive	""	9	00:09:08	2024-01-09 08:25:43.073
463	Basket	Campolindo	"15 - Thomas Berg III"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:09:08	2024-01-09 08:25:43.073
464	Basket	Campolindo	"20 - Noah Mesfin"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:09:08	2024-01-09 08:25:43.073
465	Basket	Campolindo	"22 - Phin Kofman"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:09:08	2024-01-09 08:25:43.073
466	Basket	Campolindo	"44 - Crosby Kelly"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:09:08	2024-01-09 08:25:43.073
467	Basket	Campolindo	"10 - Rex Pastore"	true	3		Make	Half Court	Jumper		Defensive	""	9	00:09:29	2024-01-09 08:26:23.038
468	Basket	Campolindo	"15 - Thomas Berg III"	false	3		Make	Half Court	Jumper		Defensive	""	9	00:09:29	2024-01-09 08:26:23.038
469	Basket	Campolindo	"20 - Noah Mesfin"	false	3		Make	Half Court	Jumper		Defensive	""	9	00:09:29	2024-01-09 08:26:23.038
470	Basket	Campolindo	"22 - Phin Kofman"	false	3		Make	Half Court	Jumper		Defensive	""	9	00:09:29	2024-01-09 08:26:23.038
471	Basket	Campolindo	"44 - Crosby Kelly"	false	3		Make	Half Court	Jumper		Defensive	""	9	00:09:29	2024-01-09 08:26:23.038
472	Basket	Campolindo	"10 - Rex Pastore"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:10:06	2024-01-09 08:27:21.195
473	Basket	Campolindo	"15 - Thomas Berg III"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:10:06	2024-01-09 08:27:21.195
474	Basket	Campolindo	"20 - Noah Mesfin"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:10:06	2024-01-09 08:27:21.195
475	Basket	Campolindo	"22 - Phin Kofman"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:10:06	2024-01-09 08:27:21.195
476	Basket	Campolindo	"44 - Crosby Kelly"	true	2		Make	Half Court	Jumper		Defensive	""	9	00:10:06	2024-01-09 08:27:21.195
477	Basket	Foothill	"5 - Luke Hickey"	false	-3		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:11:29	2024-01-09 08:30:16.314
478	Basket	Foothill	"15 - Thomas Berg III"	false	-3		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:11:29	2024-01-09 08:30:16.314
479	Basket	Foothill	"20 - Noah Mesfin"	false	-3		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:11:29	2024-01-09 08:30:16.314
480	Basket	Foothill	"22 - Phin Kofman"	false	-3		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:11:29	2024-01-09 08:30:16.314
481	Basket	Foothill	"25 - Noah Henry"	false	-3		Make	Half Court	Jumper		Defensive	"10 - Tyler"	9	00:11:29	2024-01-09 08:30:16.314
482	Basket	Campolindo	"10 - Rex Pastore"	true	2		Make	Half Court	Jumper		Defensive	""	9	00:15:10	2024-01-09 08:37:05.791
483	Basket	Campolindo	"11 - Micah Kaufman"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:15:10	2024-01-09 08:37:05.791
484	Basket	Campolindo	"15 - Thomas Berg III"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:15:10	2024-01-09 08:37:05.791
485	Basket	Campolindo	"24 - Sean Parker"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:15:10	2024-01-09 08:37:05.791
486	Basket	Campolindo	"25 - Noah Henry"	false	2		Make	Half Court	Jumper		Defensive	""	9	00:15:10	2024-01-09 08:37:05.791
487	Basket	Foothill	"10 - Rex Pastore"	false	-1		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:19:50	2024-01-09 08:42:18.617
488	Basket	Foothill	"11 - Micah Kaufman"	false	-1		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:19:50	2024-01-09 08:42:18.617
489	Basket	Foothill	"15 - Thomas Berg III"	false	-1		Make	Half Court	Jumper		Defensive	"2 - Isaiah"	9	00:19:50	2024-01-09 08:42:18.617
